NAME	TITLE	SCORE	
LOC102156734		-0.46971375	
C24H20orf96		-0.46976796	
LOC119873786		-0.4698549	
MIR491		-0.46992424	
LOC111091786		-0.46997744	
LOC119869691		-0.46997744	
LOC111096328		-0.47011653	
LOC100687863		-0.47018698	
LOC102154414		-0.4703501	
LOC119870360		-0.47042397	
LOC119869700		-0.4705669	
LOC102151519		-0.4705853	
H4-16		-0.4706334	
LOC119872188		-0.4706971	
LOC100855481		-0.47080374	
LOC119867017		-0.47081417	
LOC119865050		-0.47084892	
LOC111094878		-0.47099298	
LOC106560045		-0.47104847	
LOC102152218		-0.47110555	
KBTBD2		-0.47113127	
LOC119871212		-0.47114944	
LOC100683899		-0.47117338	
LOC100683429		-0.4711932	
GJA8		-0.47123152	
LOC607300		-0.47124735	
LOC111098942		-0.47143653	
LOC119872282		-0.47148147	
LOC111094207		-0.47156584	
PRPSAP2		-0.4715964	
LOC100685341		-0.47160724	
LOC119872239		-0.4716927	
LOC106558016		-0.47177398	
LOC111097208		-0.47180906	
SLC7A14		-0.4718136	
LOC102151483		-0.47184652	
LOC111092861		-0.47188032	
LOC111090983		-0.4719149	
LOC102151327		-0.47195446	
FMNL3		-0.47214204	
LOC102152877		-0.47218916	
MIR8855.1		-0.47220472	
LOC119873338		-0.47222987	
FAM227B		-0.4723111	
LOC119867585		-0.4723811	
LOC119870887		-0.4724011	
SH3PXD2B		-0.47242713	
LOC106558002		-0.47244427	
LOC119870729		-0.4724902	
DIS3		-0.4725107	
LOC119869515		-0.47252885	
SMAD1		-0.47256404	
LOC111091655		-0.47272336	
LOC111090594		-0.47273505	
LOC111092134		-0.4727506	
LOC111094241		-0.4728731	
GJB6		-0.47291583	
LOC119873016		-0.47299632	
LOC111092395		-0.4730058	
LOC102154117		-0.4730625	
CFAP74		-0.47325006	
SHMT1		-0.47330508	
LOC100685854		-0.47330838	
LOC111096395		-0.47336948	
LOC111098296		-0.47343937	
CEP128		-0.47349396	
LOC100684912		-0.47352275	
NDOR1		-0.47373182	
LOC111095559		-0.47373927	
LOC119866541		-0.4738666	
LOC102152678		-0.47394112	
LOC111098879		-0.47397622	
LOC119866505		-0.47403175	
LOC111098529		-0.47404155	
POC1B		-0.4741473	
LOC111095496		-0.4744689	
NEMF		-0.47449064	
LOC111093490		-0.47454557	
MIR8813-1.1		-0.4746487	
INTS5		-0.47467586	
LSMEM1		-0.47469684	
LOC119865120		-0.4747142	
LOC111096168		-0.4747312	
LOC111098525		-0.47473893	
LOC119866577		-0.47483775	
LOC106558874		-0.4748711	
LOC102151579		-0.47490183	
LOC102157214		-0.4749062	
LOC119871997		-0.4749129	
LOC111097507		-0.47502363	
LOC111092057		-0.47505105	
LOC100855428		-0.47510284	
LOC119876512		-0.4752049	
LOC119864046		-0.4753047	
CPB1		-0.47530687	
LOC111090257		-0.47541717	
CPEB4		-0.47557005	
FBF1		-0.47557694	
LOC111097770		-0.47565702	
SUGT1		-0.475698	
LOC111093378		-0.47577566	
ADAMTS12.1		-0.4757774	
LOC106557758		-0.47579116	
GPR174		-0.47583458	
ANXA13		-0.47594002	
PCNX1		-0.47598344	
LOC119871819		-0.47600725	
LOC100688907		-0.4760284	
CCDC81		-0.47602877	
LOC111092930		-0.4760417	
LOC119866877		-0.47607258	
FNBP1		-0.47616103	
LOC111095748		-0.47623044	
PLPP5		-0.47644252	
PSTPIP1		-0.4765254	
OR7E153		-0.4765633	
LOC119866141		-0.47664016	
LOC100687717		-0.47665685	
LOC119863924		-0.47666264	
LOC111094507		-0.47667223	
GALNTL5		-0.47667807	
LOC106558702		-0.47670177	
LOC111094669		-0.47674906	
MIRLET7C		-0.47678638	
LOC119870591		-0.47684634	
LOC102153843		-0.47687206	
LOC119866799		-0.47687244	
LOC102156397		-0.47702244	
LOC119864432		-0.4770802	
ZCCHC9		-0.47708783	
LOC111097631		-0.47714368	
H1-4		-0.4771511	
LOC611705		-0.4774268	
LOC119870249		-0.47744843	
LOC100685772		-0.4775302	
SRRM2		-0.47755626	
OR56A9		-0.47756523	
LOC100682707		-0.4776012	
SMIM41		-0.47760814	
ZNF793		-0.4776994	
LOC111091895		-0.47782004	
USP34		-0.47788975	
LOC102155709		-0.477983	
LOC119870718		-0.47798893	
LOC119870115		-0.47800067	
LOC119874552		-0.4780659	
LOC111094201		-0.47810483	
GBX2		-0.47812435	
LOC111093781		-0.47814	
LOC102154099		-0.47815007	
TEX43		-0.47822005	
LOC111096445		-0.47822756	
LOC111098447		-0.47822756	
LOC111097132		-0.47825193	
LOC111091783		-0.47826904	
HDGFL1		-0.47833565	
ANO2		-0.47850826	
LOC100683870		-0.4785784	
GOLGA1		-0.47860476	
LOC119873320		-0.47870833	
SPATA5		-0.47892973	
LOC119867823		-0.47897577	
LOC119872284		-0.4790117	
LOC609817		-0.47902423	
LOC111094699		-0.47917202	
DSC2		-0.47921515	
QRFP		-0.47922334	
LOC111097510		-0.47924978	
MRGPRD		-0.4792659	
CENPQ		-0.47928536	
LOC111094510		-0.47937995	
LOC119868272		-0.47941408	
GALP		-0.47950503	
FNTA		-0.4795605	
NXF3		-0.47957927	
LOC111095258		-0.47959754	
RAD54L2		-0.47964	
LOC102154739		-0.47974372	
LOC100683625		-0.4797715	
LOC111098539		-0.4798862	
MIR491.1		-0.47998714	
LOC119870308		-0.47998908	
LOC119874818		-0.48004135	
RIPK3		-0.48008987	
TMEM139		-0.48011175	
LOC102156256		-0.48012757	
LOC119873123		-0.480153	
LOC111096893		-0.4801636	
LOC119866191		-0.4804009	
FBXL4		-0.48041353	
LOC100684658		-0.48041505	
ANKRD40CL		-0.48045623	
LOC111095945		-0.48047704	
LOC111090718		-0.48047942	
LOC119870377		-0.48049194	
LOC111097489		-0.48061	
SERPINB7		-0.480662	
LOC106557749		-0.48067316	
LOC100688909		-0.480796	
ZBTB34		-0.48082927	
ZNF343		-0.48083082	
MOB1B		-0.48086095	
LOC100685608		-0.48086816	
SOX30		-0.48096845	
LOC111096612		-0.481012	
RILP		-0.48108724	
C16H4orf47		-0.48109487	
LOC100688873		-0.48115376	
LOC100856396		-0.48123595	
AKAP12		-0.48127607	
LOC111095019		-0.4812792	
LOC111096062		-0.4812955	
LOC111090422		-0.48132873	
LOC111090557		-0.48133144	
LOC100686645		-0.48135945	
LOC119870214		-0.4814282	
LOC119880807		-0.4814658	
LOC111098769		-0.48149708	
CDK19		-0.4815266	
LOC111097220		-0.4815466	
LOC119872608		-0.48168892	
GYPC		-0.48170394	
LOC119872676		-0.4819843	
LOC111097383		-0.4819843	
GJB5		-0.4819843	
LOC485255		-0.4819843	
LOC119864860		-0.4819843	
LOC102155473		-0.4819843	
LOC111094531		-0.4819843	
CLDN25		-0.4819843	
LOC119874217		-0.4819843	
LOC119874236		-0.4819843	
LOC100856671		-0.4819843	
OR52AB3		-0.4819843	
LOC100682635		-0.4819843	
LOC111093784		-0.4819843	
LOC119867894		-0.4819843	
LOC111095906		-0.48199216	
ABCB5		-0.4821668	
NUP58		-0.48218796	
LOC111090691		-0.48219013	
LOC119864962		-0.4823513	
KAZN		-0.48235184	
TULP4		-0.48236537	
CDHR4		-0.48249996	
PBX3		-0.48250616	
ACOX1		-0.48258695	
SLC22A1		-0.48263353	
ASIP		-0.48264533	
LOC102152576		-0.48265913	
LOC111096307		-0.48271576	
LOC119870770		-0.4828084	
LOC111093285		-0.48286313	
LOC119869633		-0.48289672	
CFAP126		-0.48295438	
LOC611152		-0.4830355	
LOC111092663		-0.48310277	
LOC111098878		-0.48319897	
CLDN1		-0.48324805	
ZNF252		-0.4833216	
LOC111098495		-0.48334667	
LOC119865132		-0.48345724	
CLOCK		-0.48350444	
LOC102151795		-0.48356214	
LOC100683263		-0.4835957	
LOC100688606		-0.4838189	
LOC119870814		-0.4838202	
EPB41L1		-0.48387003	
PTPN13		-0.48388714	
LOC111090580		-0.48399386	
AQR		-0.4840403	
CD109		-0.48409894	
DDX18		-0.48418522	
OR8B100		-0.48421788	
LOC119872245		-0.48424718	
LOC100687116		-0.48430806	
LOC119881502		-0.4843321	
LOC102153887		-0.48446652	
LOC111090318		-0.48449174	
OXCT1		-0.4845256	
BORA		-0.48456064	
ENTPD7		-0.484586	
MBOAT4		-0.48459774	
SMC5		-0.48466155	
LOC102157106		-0.4847672	
LOC111090938		-0.48482454	
LOC100856260		-0.484847	
TMEM217		-0.4848725	
LOC100686821		-0.48487443	
LOC106558458		-0.48490494	
LOC119864570		-0.48492047	
PAIP2B		-0.48493573	
IMPACT		-0.484947	
PAQR9		-0.48507866	
FOLH1B		-0.48509562	
LOC102155295		-0.48511073	
LOC119867420		-0.48522878	
LOC102156900		-0.48523027	
LOC102152105		-0.48525217	
LOC111092636		-0.48527285	
LOC111094729		-0.48545116	
P2RY12		-0.48547933	
LOC119871234		-0.48551452	
LOC119868044		-0.48563188	
CLDN24		-0.48564163	
CLEC4F		-0.48564273	
LOC102157251		-0.48567492	
LOC119872880		-0.4857041	
LOC111093905		-0.48580256	
LOC111091243		-0.48591864	
LOC611145		-0.485929	
BFSP2		-0.48593742	
LOC119872030		-0.48599294	
TMIGD3		-0.486006	
LOC119871251		-0.48603728	
LOC111096750		-0.48604193	
SMIM15		-0.48607618	
LOC111092950		-0.48615265	
CALHM4		-0.48634666	
NCOR2		-0.48635167	
LOC106558661		-0.4863517	
SRBD1		-0.4863576	
TFCP2L1		-0.48637944	
LOC111095530		-0.48640585	
MAPRE2		-0.48645112	
LOC119866461		-0.4866015	
OR5A2		-0.48679754	
TEX13B		-0.48705736	
LOC119873002		-0.4871075	
CHD2		-0.4871891	
LOC612107		-0.48721972	
SLC34A1		-0.48740152	
GATA2		-0.48746502	
MIR378.1		-0.4875716	
LOC111098440		-0.48762435	
NKX2-5		-0.4876545	
LOC111090865		-0.4876708	
LRP10		-0.48784974	
LOC111093595		-0.48786092	
TMEM140		-0.48791674	
LOC100685710		-0.4879279	
LOC119868043		-0.4880098	
STAP2		-0.48803923	
OR5AL2		-0.48809344	
LOC119870652		-0.4881654	
LOC119871954		-0.48817432	
OR10Q2		-0.48823103	
LOC111096779		-0.4883551	
LOC111095799		-0.48837495	
RBM22		-0.4884323	
OTOR		-0.48868507	
LOC102155218		-0.48875472	
CSN1S1		-0.48875472	
LOC111098670		-0.48875472	
LOC119869514		-0.48875472	
LOC119867614		-0.48875472	
LOC100856640		-0.48875472	
LOC106558580		-0.48875472	
LOC119869626		-0.48875472	
LOC119865212		-0.48875472	
LOC111092725		-0.48875472	
LOC111093899		-0.48875472	
LOC106559071		-0.48882836	
LOC119866832		-0.48887601	
ABRAXAS2		-0.48893613	
LOC119870011		-0.48908186	
LOC100684049		-0.48909974	
LOC119865147		-0.48909974	
LOC111098201		-0.48910773	
KPNA7		-0.48916095	
LPAR3		-0.4892285	
LOC111093343		-0.48934203	
LOC119864966		-0.48935354	
LOC119873764		-0.4893916	
LOC119873851		-0.48949197	
LOC111095378		-0.48952782	
LOC106559099		-0.48958185	
LOC119869748		-0.4896165	
LOC119864442		-0.48962662	
LOC119869680		-0.48964652	
LOC102152144		-0.48965427	
SSH2		-0.4896845	
LOC111091481		-0.4897062	
MBTD1		-0.48973522	
LOC111094893		-0.4898523	
ATG2B		-0.48990393	
TLR5		-0.48995942	
LOC119872298		-0.49000832	
LOC111091744		-0.49014157	
LOC119873706		-0.4901783	
LOC119870573		-0.4902798	
LOC111091273		-0.49028778	
LOC111097058		-0.49034846	
SLAMF9		-0.49036655	
KIF20B		-0.49040002	
SNX16		-0.49046388	
SLC11A2		-0.4905231	
MIR8877		-0.49053603	
LOC111093024		-0.49057832	
TRNAR-CCG		-0.4907481	
UCP3		-0.4909219	
LOC111098787		-0.4909337	
RFTN2		-0.49095878	
RP1L1		-0.4910346	
HPS3		-0.49103686	
DPEP1		-0.4910415	
LOC106558342		-0.49110177	
IBSP		-0.49110535	
OR2W11		-0.4913415	
ZNF774		-0.49140346	
LOC111091703		-0.49150565	
LOC100683373		-0.4915347	
LOC119871232		-0.4915417	
ZNF280C		-0.49155247	
LOC111093333		-0.4915889	
LOC111097210		-0.4915947	
LOC111094617		-0.49166927	
LOC119871354		-0.49166927	
LOC102157102		-0.49166927	
LOC119863908		-0.49172136	
LOC111096277		-0.49173218	
ERFL		-0.49174908	
LOC100686511		-0.49185964	
ZNF404		-0.49188924	
LOC111095464		-0.4918955	
STXBP5L		-0.4919278	
OR51H5		-0.49199292	
TBC1D23		-0.49205294	
LOC102151208		-0.49205586	
MIR8868.1		-0.49206614	
LOC102153531		-0.49214125	
LOC111090828		-0.4921713	
CAPN12		-0.49222583	
MANSC1		-0.49223238	
LOC119864180		-0.4923821	
STON2		-0.49243435	
MTAP		-0.49243975	
LOC119873200		-0.49249178	
LOC100687537		-0.49253267	
LOC102151151		-0.49266016	
LOC111093978		-0.49276552	
LOC111090024		-0.49277964	
INTS6		-0.49286675	
LOC111097320		-0.4929347	
TTC37		-0.49302775	
SLC4A4		-0.49302807	
DNASE1		-0.4930412	
LOC111098701		-0.4930451	
FASTKD3		-0.4931679	
LOC100688851		-0.4932883	
EPG5		-0.49329287	
LOC119870470		-0.4933372	
LOC119864380		-0.49339962	
SSPO		-0.49343053	
TBC1D5		-0.4934383	
LOC100682854		-0.49344453	
LOC119866477		-0.49347693	
REN		-0.49358794	
LOC119873118		-0.4937086	
LOC111094822		-0.4937289	
C33H3orf52		-0.4938355	
CD40LG		-0.49389824	
LOC111092000		-0.49390066	
MRAP2		-0.49397415	
LOC119873683		-0.49418357	
CCDC18		-0.49431095	
LOC119864006		-0.4943717	
LOC100685524		-0.4944479	
LOC102155353		-0.49445856	
HHAT		-0.49448267	
UFL1		-0.49455562	
LOC102157031		-0.49455655	
TNFRSF9		-0.4945815	
LOC111095883		-0.4945979	
LOC102151511		-0.49469084	
LOC119870277		-0.49482346	
TMA16		-0.4948428	
LOC119865746		-0.49487007	
LOC119874378		-0.49495557	
LOC100683141		-0.49498382	
NXPE4		-0.4950237	
LOC111091903		-0.49515396	
SEC31B		-0.49520424	
LOC111097077		-0.49522665	
CREBBP		-0.4952839	
LOC119869695		-0.4953133	
LOC119866421		-0.4953133	
LOC111096275		-0.49535456	
CCDC93		-0.49537402	
LOC100688695		-0.49538264	
LOC111095143		-0.49547443	
LOC111098438		-0.49570504	
MEX3A		-0.4957095	
OR56B1		-0.49574366	
APOBEC4		-0.4957845	
LOC111090720		-0.49582228	
LRRC2		-0.49593017	
LOC119870368		-0.49593383	
LRRC8C		-0.4959582	
LOC111092484		-0.4960066	
LOC119870759		-0.49603468	
TRMT61B		-0.49610528	
LOC119874176		-0.4961342	
GSN		-0.49629137	
PTPRJ		-0.4963059	
LOC119867263		-0.49655285	
LOC119865312		-0.4965955	
LOC119867797		-0.4965955	
LOC119873466		-0.49663678	
CAFA-T2R67		-0.49668652	
OR56A3		-0.4967137	
TM9SF3		-0.4967258	
LOC111098721		-0.49676147	
LOC102154124		-0.49686295	
TRPC5		-0.49688408	
OR10J14		-0.49690047	
NAPSA		-0.49692255	
LOC119867550		-0.49695632	
LOC111097922		-0.4969972	
LOC106558910		-0.49710596	
OR5G5		-0.49710968	
LOC111097131		-0.49712184	
LOC102152002		-0.49718955	
LOC119867792		-0.49719822	
ZNF613		-0.49741834	
LOC111092160		-0.49748516	
LOC111096456		-0.4976323	
LOC119868020		-0.4977376	
LOC119869497		-0.4978256	
LOC119873663		-0.497891	
PRSS38		-0.4978923	
TMPPE		-0.49791086	
ALG14		-0.49792093	
FAM180B		-0.4979623	
LOC102155362		-0.49797174	
LOC609812		-0.49807265	
LOC111092765		-0.4980797	
LOC111097629		-0.49818462	
LOC119866853		-0.49822518	
LOC119866783		-0.49830326	
JUP		-0.49832362	
ODC1		-0.49841598	
LOC119874397		-0.49856746	
LOC100686910		-0.49909323	
TNFRSF19		-0.49911308	
LOC607552		-0.49920055	
RDH16		-0.4992916	
GRIK2		-0.49936095	
KRTAP8-1		-0.49942937	
ASH1L		-0.49946052	
LOC111094224		-0.4996991	
PEAR1		-0.49975657	
LOC475434		-0.49979374	
CRSP-4		-0.49980304	
DHRS9		-0.49984086	
LOC102153834		-0.4999484	
LOC111096284		-0.49999934	
LOC611353		-0.5000209	
LOC111090904		-0.5000321	
TMED5		-0.5000349	
LOC102151345		-0.5000732	
LOC102151159		-0.50012386	
LOC481522		-0.5001274	
LOC100682597		-0.5001583	
LOC119864320		-0.50017846	
LOC119872219		-0.5002365	
NEK2		-0.50032824	
LOC111092181		-0.500368	
LOC102157144		-0.500368	
LOC102156268		-0.5004062	
NCBP2L		-0.5004506	
HECW1		-0.5005703	
LOC111094808		-0.5005857	
LOC111094671		-0.50062853	
LOC489233		-0.50065005	
ALPK2		-0.5006707	
PARG		-0.50068206	
LOC490399		-0.5006984	
C1GALT1C1L		-0.50074077	
LOC111091582		-0.50077796	
SPART		-0.50085986	
LOC111091101		-0.50089216	
PCSK9		-0.5009489	
TMEM67		-0.5010769	
LOC111097833		-0.50115055	
KIF11		-0.50116116	
LOC481728		-0.50116456	
LOC102156618		-0.5011691	
LOC111092056		-0.5011757	
LOC476208		-0.50119317	
LOC106558853		-0.5012438	
LOC111090934		-0.5013454	
LOC111091687		-0.50137055	
RBM4B		-0.5013746	
LOC111096922		-0.50145996	
LOC100684956		-0.50150985	
LOC119874280		-0.5016402	
RNF38		-0.5017027	
LOC119865542		-0.50187343	
DCP1A		-0.501881	
LOC111093033		-0.5018821	
LOC106560187		-0.5020179	
LOC119871575		-0.5020459	
LOC477528		-0.50206447	
LOC106558153		-0.50217474	
LOC119871463		-0.5022898	
LOC100688564		-0.50232714	
CHRNA9		-0.5023401	
APPL1		-0.5023757	
LOC111092098		-0.50242835	
LOC119865667		-0.5024476	
KIAA0319		-0.50249153	
LOC102156864		-0.5025256	
MAX		-0.5025608	
LOC111096931		-0.5025703	
TRNAD-AUC		-0.50284994	
LOC119871484		-0.5029188	
SYNGR2		-0.50293523	
LOC106559287		-0.5030384	
LOC111095090		-0.50310266	
LOC111095301		-0.50310266	
MORC3		-0.50311345	
LOC102153997		-0.5032577	
LOC100687393		-0.5033364	
EPX		-0.503375	
LOC111094760		-0.5034043	
LOC102153214		-0.5034093	
NSD1		-0.50341946	
LOC119867899		-0.5034365	
LOC102155943		-0.503438	
LOC119872139		-0.5035035	
LOC119865488		-0.5036652	
LOC119866667		-0.5037251	
LOC100688102		-0.5038413	
KBTBD7		-0.50390315	
LOC111092378		-0.5039438	
LOC100686616		-0.50396776	
LOC607384		-0.50402576	
LOC119874072		-0.50403297	
UBE3A		-0.5040419	
FCHSD2		-0.5040642	
LOC111095361		-0.5040642	
SPATC1		-0.5041034	
SLITRK2		-0.50410426	
LOC119865459		-0.50416136	
LOC119872763		-0.50427747	
LOC111093566		-0.50428236	
LOC111093436		-0.5042868	
LOC119874426		-0.504327	
LOC119871174		-0.5044391	
IL10		-0.50445074	
C19H4orf33		-0.50453246	
LOC119866003		-0.50461894	
LOC119870118		-0.5046307	
LOC111090811		-0.5046307	
LOC102155024		-0.5046399	
LOC609540		-0.50474286	
LOC119873968		-0.5047528	
LOC119864209		-0.5048355	
LOC111093245		-0.505011	
LOC102154744		-0.50501895	
LOC119872026		-0.50504875	
UBQLN3		-0.5051222	
LOC119866772		-0.5051461	
ALPK1		-0.50517124	
CLEC12B		-0.50518006	
LOC111097122		-0.50530636	
SCGB1A1		-0.50530845	
LOC106559017		-0.50532174	
OR10A3E		-0.50533354	
LOC111093032		-0.50536585	
LOC111094516		-0.5054011	
FANCD2		-0.50559664	
GLB1L		-0.50561196	
GLCE		-0.5056219	
LOC100686379		-0.505639	
LOC119881611		-0.50567406	
LOC111094211		-0.50577945	
KRTAP27-1		-0.5058042	
FANCL		-0.5058325	
LOC111093318		-0.50583285	
LOC119865416		-0.50588185	
LOC119870376		-0.5059183	
LOC106557736		-0.50595015	
LOC100686885		-0.50595015	
SCRN3		-0.5060237	
LOC111095406		-0.50605136	
LOC119866481		-0.50606805	
CXCR6		-0.5060692	
LOC111097065		-0.5061264	
LOC119864353		-0.5061356	
LOC119870560		-0.50618404	
LOC111091977		-0.50626963	
LOC106558567		-0.50630385	
PRDM6		-0.50635785	
ZNF521		-0.50636137	
LOC106560196		-0.5064082	
LOC119868095		-0.50657135	
LOC106558103		-0.5065954	
NMS		-0.5066701	
MIR200B		-0.5067745	
LOC106558213		-0.5067789	
TBC1D31		-0.5067983	
OR4Q3		-0.50692564	
LRRC15		-0.50697595	
CCIN		-0.50706464	
LOC102155692		-0.50709856	
LOC111097230		-0.5071154	
LOC119863914		-0.5071424	
LOC100856300		-0.507158	
C8B		-0.50722677	
NCOA3		-0.50728387	
LOC111091752		-0.5073172	
MFHAS1		-0.50734544	
LOC102151480		-0.50738335	
LOC100688163		-0.50739574	
LOC111090836		-0.5075137	
LOC480278		-0.5075167	
CANFAMV1R558		-0.50755423	
TP53TG5		-0.50758034	
SLC12A6		-0.5076153	
LOC106559459		-0.50767237	
LOC111091798		-0.5078811	
LOC111091867		-0.50788444	
LOC111098215		-0.507934	
LOC106559309		-0.50801194	
LOC119871398		-0.5080258	
ZMIZ1		-0.50809073	
TAOK1		-0.50816774	
LOC100684381		-0.5081761	
FAM76A		-0.5083669	
LOC102153261		-0.50846934	
LOC119869717		-0.50849235	
C30H15orf65		-0.5085639	
LOC119869507		-0.50864404	
LOC119872260		-0.50880975	
TMED6		-0.50885147	
LOC119865449		-0.5088848	
LOC102156521		-0.5089535	
P2RX6		-0.50908285	
LOC102157282		-0.5091622	
LOC111097182		-0.5091645	
LOC100684050		-0.5091645	
LOC106557592		-0.50917315	
LOC111093309		-0.5091922	
LOC611650		-0.5092188	
LOC119868704		-0.5092954	
CEP135		-0.50929725	
SNORC		-0.50938	
LOC111094350		-0.50938505	
MYPN		-0.5094663	
LOC119870460		-0.50947285	
LOC102157380		-0.50949687	
LOC119866919		-0.50963	
LOC100683587		-0.509646	
LOC119866627		-0.50989926	
LOC119873154		-0.509922	
SMIM2		-0.5099343	
LOC119866801		-0.50999373	
LOC100682574		-0.5101441	
SLC26A7		-0.51046586	
MEST		-0.5104928	
LOC100685502		-0.5105506	
LOC102154884		-0.5105764	
B3GLCT		-0.5107931	
LOC106558959		-0.5108678	
LOC111089978		-0.51087624	
SLC33A1		-0.51091427	
LOC111093001		-0.51092744	
SFTPC		-0.5109785	
LOC119868498		-0.51102704	
LOC111097449		-0.5111387	
NMUR1		-0.5111833	
CLEC17A		-0.5111992	
LOC111095274		-0.5112671	
LOC119871625		-0.5112671	
SMCP		-0.5112671	
LOC111092936		-0.5112671	
BTLA		-0.5113787	
LOC111098551		-0.51142347	
LOC119870409		-0.51142526	
LOC102151189		-0.5114457	
LOC119864887		-0.5114854	
LOC119866196		-0.51156247	
OR4A27		-0.5115764	
LOC119867622		-0.5116225	
LOC111094654		-0.511699	
LOC100684029		-0.5117102	
SPECC1L		-0.5117886	
LOC119864714		-0.51181275	
LOC119869516		-0.51185226	
LOC111095266		-0.5119745	
INSM2		-0.5119843	
KSR1		-0.51214445	
GMPS		-0.5122208	
DUSP18		-0.5123529	
LOC111098804		-0.51235825	
GJA1		-0.5123687	
LOC111091553		-0.5123943	
FOXD3		-0.51242906	
LOC119865381		-0.5124394	
LOC119867097		-0.512487	
LOC111098165		-0.51249856	
LOC100688400		-0.51262367	
LOC119874122		-0.5126875	
LOC102151835		-0.51286083	
TNC		-0.5129151	
LOC119872990		-0.5129348	
LOC119866216		-0.51296675	
LOC102152168		-0.51300615	
LOC119872756		-0.51303184	
PSMB8		-0.5131654	
NHLH2		-0.51318103	
HNMT		-0.51320106	
LOC119864151		-0.5133189	
ARHGEF15		-0.5133444	
RSBN1L		-0.5133463	
LOC111093157		-0.51336217	
LOC119869243		-0.51340604	
LOC102151574		-0.51351583	
LOC111097434		-0.5135914	
LOC119863921		-0.5139233	
LOC106558104		-0.514019	
LOC111097798		-0.5141105	
LOC111093355		-0.5141259	
LOC489979		-0.5141538	
APCDD1L		-0.5142103	
LOC102152467		-0.5142967	
LOC102156944		-0.5143131	
CPSF2		-0.51434976	
AOX4		-0.51437545	
ANAPC1		-0.51444113	
ITGAM		-0.5144555	
LOC100687053		-0.5145676	
LOC111096693		-0.5147433	
LOC119870276		-0.5148283	
LOC119865627		-0.5148708	
LOC119865319		-0.5149639	
OR52AB2		-0.5150878	
THRAP3		-0.5151045	
LOC119870024		-0.51514816	
LOC111091968		-0.5151566	
LOC111097764		-0.5151746	
LOC111093514		-0.5153548	
SPDYA		-0.5153549	
LOC119866550		-0.5154304	
LOC100688412		-0.51543653	
LOC111095463		-0.5154454	
MELK		-0.51578635	
LOC100688092		-0.5158236	
LOC111094321		-0.51585245	
C1QTNF5		-0.51588786	
MIR185		-0.5158898	
LOC119868085		-0.5159331	
LOC111093336		-0.5159816	
LOC119864984		-0.5162643	
LOC119871521		-0.51630074	
SOCS3		-0.51634306	
LOC611716		-0.5163834	
ACER1		-0.5163972	
MIR769.1		-0.5164847	
LOC102153240		-0.5165095	
NAA30		-0.5165417	
LOC102153805		-0.5166377	
SUCNR1		-0.51665	
LOC111093494		-0.51668096	
LOC111094445		-0.5171375	
LOC111094844		-0.5172267	
LOC111090630		-0.51723814	
TCN2		-0.5172768	
AMN		-0.5172797	
LOC111095543		-0.51730824	
FAM229B		-0.5173264	
LOC106558622		-0.517337	
LOC119868593		-0.51735955	
LOC119874335		-0.5173622	
KPNA5		-0.5173627	
LOC111098807		-0.5174033	
OR13F1B		-0.51746064	
LOC119869747		-0.5177041	
LOC111095267		-0.51774085	
SLC12A7		-0.5177592	
LOC111098635		-0.5178367	
LOC119866970		-0.5178708	
LOC111090609		-0.5179204	
LOC102156210		-0.5179204	
LOC102153737		-0.5179204	
LOC111098629		-0.5179204	
LOC119864191		-0.5179204	
LOC111092220		-0.5179204	
LOC111092222		-0.5179204	
LOC111093399		-0.5179204	
LOC111097761		-0.5179204	
LOC111097964		-0.5179204	
LOC119874279		-0.5179204	
HOXC12		-0.5179204	
LOC102155118		-0.5179204	
NCOA6		-0.517923	
ZBTB1		-0.51796114	
LOC119865229		-0.5179735	
LOC119866527		-0.51799595	
NBAS		-0.51810217	
LOC111094925		-0.5182055	
MYO15A		-0.5183122	
LOC119870835		-0.51833326	
TRNAN-GUU.12		-0.51842296	
GEMIN5		-0.5184815	
LOC119867978		-0.5185492	
LOC100686907		-0.51861113	
C12H6orf132		-0.5186208	
LOC111096317		-0.51868355	
LOC111091738		-0.5187858	
LOC106559559		-0.51901346	
KRT13		-0.5190602	
TRNAR-CCU.9		-0.5190682	
CTSW		-0.519151	
ARHGAP22		-0.519219	
PROS1		-0.51922625	
LOC111097062		-0.5192717	
LOC111091790		-0.5193862	
LOC111090925		-0.5194559	
POMC		-0.519615	
LOC102151207		-0.5197445	
PDGFC		-0.5197614	
CXCL13		-0.5197654	
LOC100684661		-0.5200711	
LOC119870041		-0.52012837	
LOC119866021		-0.52013034	
LOC119863953		-0.5202388	
LOC111095221		-0.5202514	
LOC102152118		-0.52028686	
TMEM232		-0.52036357	
OR6Z3		-0.5206434	
IFNE		-0.52065307	
LOC111096852		-0.5206751	
LOC119880341		-0.5206795	
LOC111090900		-0.5207257	
LOC119872132		-0.52072996	
LOC100855427		-0.52074313	
OR6C33		-0.5208125	
NPEPL1		-0.5208212	
LOC119871688		-0.5208693	
LOC119868567		-0.5209158	
LOC111090535		-0.52092516	
PLA2R1		-0.52095056	
LOC106558644		-0.52106506	
LOC111091227		-0.5211226	
LOC119871632		-0.5211404	
LOC119867288		-0.5212167	
LOC102151425		-0.52123386	
LOC106559007		-0.5212467	
IZUMO1		-0.5212615	
LOC119864373		-0.5212903	
LOC612407		-0.5213084	
HIPK1		-0.5214633	
LOC111098089		-0.5214701	
LOC119865127		-0.5214829	
