Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
LOC100682600	7.208	15.712	14.538	-3.136	0.114	0.836	-3.753	1.75e-04	1.11e-02	Down in Large
LOC119864716	85.674	159.694	39.411	-1.996	0.251	0.532	-3.754	1.74e-04	1.11e-02	Down in Large
LOC119865099	389.199	931.48	50.272	-4.216	0.054	1.125	-3.749	1.78e-04	1.11e-02	Down in Large
LOC119865218	156.229	323.629	51.605	-2.649	0.159	0.706	-3.751	1.76e-04	1.11e-02	Down in Large
LOC111092952	48.199	96.926	17.744	-2.418	0.187	0.643	-3.759	1.71e-04	1.11e-02	Down in Large
LOC111092991	157.695	321.561	55.279	-2.535	0.173	0.675	-3.755	1.73e-04	1.11e-02	Down in Large
LOC610978	359.733	117.671	511.022	2.141	4.41	0.571	3.751	1.76e-04	1.11e-02	Up in Large
TRNAK-CUU.5	36.699	289.55	0.285	-8.696	0.002	2.321	-3.746	1.80e-04	1.12e-02	Down in Large
LOC119873907	46.449	82.452	23.947	-1.719	0.304	0.459	-3.746	1.80e-04	1.12e-02	Down in Large
LOC119867738	6.072	14.662	0.703	-4.32	0.05	1.154	-3.744	1.81e-04	1.12e-02	Down in Large
LOC111092837	88.92	141.764	55.892	-1.327	0.399	0.354	-3.748	1.78e-04	1.12e-02	Down in Large
LOC111092961	44.479	82.441	20.753	-1.922	0.264	0.513	-3.747	1.79e-04	1.12e-02	Down in Large
LOC100856782	633.732	291.451	847.657	1.55	2.929	0.414	3.747	1.79e-04	1.12e-02	Up in Large
LOC119873536	19.34	46.278	2.504	-4.162	0.056	1.112	-3.743	1.82e-04	1.13e-02	Down in Large
LRIG3	396.209	574.231	284.946	-1.019	0.494	0.272	-3.742	1.82e-04	1.13e-02	Down in Large
CEP72	288.095	470.297	174.219	-1.436	0.37	0.384	-3.741	1.83e-04	1.13e-02	Down in Large
LOC119868035	57.245	118.689	18.842	-2.653	0.159	0.71	-3.74	1.84e-04	1.13e-02	Down in Large
MIR8873A.1	5.591	14.423	0.07	-6.206	0.014	1.66	-3.739	1.85e-04	1.14e-02	Down in Large
LOC111095548	78.253	140.075	39.613	-1.766	0.294	0.473	-3.731	1.91e-04	1.15e-02	Down in Large
LOC119874893	52.24	117.204	11.637	-3.282	0.103	0.879	-3.734	1.89e-04	1.15e-02	Down in Large
ZAN	19.574	50.794	5.898	-9.417	0.001	2.521	-3.736	1.87e-04	1.15e-02	Down in Large
LOC111096934	9.604	24.063	10.415	-6.028	0.015	1.615	-3.733	1.89e-04	1.15e-02	Down in Large
PI16	470.746	876.924	216.885	-2.01	0.248	0.539	-3.732	1.90e-04	1.15e-02	Down in Large
TRNAL-AAG.2	13.711	183.714	0.403	-6.832	0.009	1.831	-3.732	1.90e-04	1.15e-02	Down in Large
LOC106559723	26.077	54.542	8.286	-2.757	0.148	0.738	-3.733	1.89e-04	1.15e-02	Down in Large
TRNAQ-CUG.5	38.918	310.015	0	-9.331	0.002	2.498	-3.735	1.88e-04	1.15e-02	Down in Large
LOC119867466	80.342	175.836	20.659	-3.096	0.117	0.83	-3.731	1.91e-04	1.15e-02	Down in Large
LOC119869913	28.488	164.506	1.814	-5.336	0.025	1.432	-3.727	1.94e-04	1.16e-02	Down in Large
LOC119871389	18.988	45.078	2.681	-4.008	0.062	1.075	-3.728	1.93e-04	1.16e-02	Down in Large
LOC119863982	227.792	434.757	98.438	-2.141	0.227	0.574	-3.727	1.94e-04	1.16e-02	Down in Large
EFHB	32.863	71.315	8.83	-3.006	0.125	0.806	-3.728	1.93e-04	1.16e-02	Down in Large
LOC119867993	5.112	12.091	0.75	-3.452	0.091	0.927	-3.726	1.95e-04	1.16e-02	Down in Large
LOC119870179	18.761	42.956	3.639	-3.483	0.089	0.935	-3.724	1.96e-04	1.17e-02	Down in Large
LOC119870584	12.035	29.764	0.954	-5.011	0.031	1.347	-3.72	1.99e-04	1.18e-02	Down in Large
TTR	9901.045	24074.564	1042.596	-4.529	0.043	1.219	-3.717	2.02e-04	1.18e-02	Down in Large
LOC119879782	5.015	12.938	0.063	-6.041	0.015	1.625	-3.717	2.02e-04	1.18e-02	Down in Large
LOC119873546	12.711	31.95	0.687	-6.015	0.015	1.619	-3.716	2.02e-04	1.18e-02	Down in Large
LOC102157025	75.209	135.202	37.714	-1.773	0.293	0.477	-3.718	2.01e-04	1.18e-02	Down in Large
LOC119869525	46.422	102.319	11.486	-3.155	0.112	0.848	-3.718	2.01e-04	1.18e-02	Down in Large
LOC111091513	5.535	14.24	0.094	-5.884	0.017	1.583	-3.718	2.01e-04	1.18e-02	Down in Large
TRNAM-CAU.9	57.31	671.897	0.475	-8.326	0.003	2.24	-3.717	2.02e-04	1.18e-02	Down in Large
TRNAG-UCC.4	37.968	316.362	0.421	-8.14	0.004	2.188	-3.721	1.99e-04	1.18e-02	Down in Large
LOC100688865	5.064	11.851	6.414	-3.934	0.065	1.06	-3.712	2.06e-04	1.19e-02	Down in Large
LOC119869670	5.434	13.529	0.374	-4.682	0.039	1.261	-3.712	2.06e-04	1.19e-02	Down in Large
LOC119865056	5.016	12.525	0.323	-5.046	0.03	1.358	-3.715	2.03e-04	1.19e-02	Down in Large
LOC119866174	16.277	37.247	3.171	-3.569	0.084	0.961	-3.714	2.04e-04	1.19e-02	Down in Large
LOC111094297	33.247	81.908	2.834	-4.861	0.034	1.31	-3.712	2.06e-04	1.19e-02	Down in Large
CREB5	1267.361	1935.703	849.647	-1.185	0.44	0.32	-3.707	2.10e-04	1.21e-02	Down in Large
LOC486076	9.418	24.239	7.086	-6.451	0.011	1.74	-3.707	2.10e-04	1.21e-02	Down in Large
LOC100682932	13.978	32.785	2.224	-3.81	0.071	1.027	-3.708	2.09e-04	1.21e-02	Down in Large
LOC119876367	264.673	421.995	166.347	-1.333	0.397	0.36	-3.698	2.18e-04	1.23e-02	Down in Large
LOC111096182	37.712	83.428	9.14	-3.19	0.11	0.863	-3.698	2.17e-04	1.23e-02	Down in Large
LOC119874083	11.95	93.445	1.555	-4.16	0.056	1.125	-3.698	2.17e-04	1.23e-02	Down in Large
RNF148	29.502	70.87	3.647	-4.278	0.052	1.155	-3.702	2.14e-04	1.23e-02	Down in Large
TRNAA-AGC.1	10.331	105.618	0.214	-6.271	0.013	1.695	-3.7	2.15e-04	1.23e-02	Down in Large
LOC111091148	35.247	71.979	12.289	-2.536	0.172	0.685	-3.702	2.14e-04	1.23e-02	Down in Large
LOC111091533	66.302	121.239	31.966	-1.799	0.287	0.486	-3.698	2.17e-04	1.23e-02	Down in Large
LOC119867543	61.721	137.968	14.067	-3.258	0.105	0.881	-3.698	2.17e-04	1.23e-02	Down in Large
LOC607833	276.587	91.975	391.969	2.14	4.408	0.578	3.703	2.13e-04	1.23e-02	Up in Large
TRNASTOP-UCA	89.929	1141.494	1.289	-9.841	0.001	2.666	-3.692	2.23e-04	1.25e-02	Down in Large
CST7	24.791	51.445	8.133	-2.632	0.161	0.712	-3.695	2.20e-04	1.25e-02	Down in Large
LOC106557628	52.242	119.709	10.075	-3.564	0.085	0.965	-3.692	2.22e-04	1.25e-02	Down in Large
LOC102152810	8.62	21.324	0.679	-5.065	0.03	1.373	-3.689	2.25e-04	1.25e-02	Down in Large
LOC119870361	12.313	26.235	13.702	-2.889	0.135	0.782	-3.692	2.22e-04	1.25e-02	Down in Large
LOC100684996	87.736	45.395	114.199	1.301	2.464	0.352	3.693	2.21e-04	1.25e-02	Up in Large
GABBR1	6016.42	3747.544	7434.468	0.989	1.984	0.268	3.693	2.21e-04	1.25e-02	Up in Large
LOC111094294	53.76	100.65	24.453	-1.954	0.258	0.529	-3.694	2.20e-04	1.25e-02	Down in Large
TRNAI-AAU.8	16.359	41.537	0.623	-6.282	0.013	1.702	-3.691	2.24e-04	1.25e-02	Down in Large
LOC609911	306.994	121.479	422.941	1.8	3.483	0.488	3.688	2.26e-04	1.26e-02	Up in Large
LOC119866992	30.035	274.796	2.632	-4.848	0.035	1.316	-3.685	2.29e-04	1.27e-02	Down in Large
PRPF18	1737.414	1366.327	1969.343	0.517	1.431	0.14	3.684	2.30e-04	1.28e-02	Up in Large
LOC119873524	8.558	21.576	0.422	-6.044	0.015	1.642	-3.68	2.33e-04	1.28e-02	Down in Large
LOC119873566	28.387	54.571	12.023	-2.032	0.244	0.552	-3.68	2.33e-04	1.28e-02	Down in Large
LOC119867995	33.071	77.57	5.26	-3.864	0.069	1.05	-3.68	2.33e-04	1.28e-02	Down in Large
rna-NC_002008.4:5280..5347	714.076	1371.346	552.281	-2.173	0.222	0.59	-3.68	2.33e-04	1.28e-02	Down in Large
LOC106558866	11.195	26.106	1.876	-3.641	0.08	0.99	-3.677	2.36e-04	1.29e-02	Down in Large
LOC119872562	21.444	50.954	3	-4.098	0.058	1.114	-3.679	2.34e-04	1.29e-02	Down in Large
LOC119874347	8.342	19.055	1.647	-3.074	0.119	0.836	-3.677	2.36e-04	1.29e-02	Down in Large
TLR3	192.644	311.625	118.281	-1.39	0.382	0.378	-3.675	2.38e-04	1.29e-02	Down in Large
LOC102152518	8.848	21.844	0.726	-4.723	0.038	1.285	-3.675	2.37e-04	1.29e-02	Down in Large
LOC111092429	6.808	16.325	0.86	-4.125	0.057	1.121	-3.679	2.34e-04	1.29e-02	Down in Large
TRNAT-CGU.3	7.645	19.766	0.07	-6.708	0.01	1.825	-3.676	2.37e-04	1.29e-02	Down in Large
SCUBE3	155.472	290.83	70.873	-2.027	0.245	0.552	-3.674	2.39e-04	1.30e-02	Down in Large
LOC106558468	5.068	12.644	0.333	-5.052	0.03	1.377	-3.668	2.45e-04	1.32e-02	Down in Large
LOC102151716	13.766	34.378	16.081	-5.215	0.027	1.422	-3.669	2.44e-04	1.32e-02	Down in Large
RREB1	316.412	495.758	204.32	-1.258	0.418	0.343	-3.666	2.47e-04	1.33e-02	Down in Large
LOC100685085	9.606	23.314	1.038	-4.595	0.041	1.254	-3.664	2.49e-04	1.34e-02	Down in Large
LOC102156176	418.509	826.541	163.488	-2.336	0.198	0.638	-3.664	2.48e-04	1.34e-02	Down in Large
LOC111095771	28.756	70.622	2.59	-4.789	0.036	1.308	-3.662	2.51e-04	1.35e-02	Down in Large
LOC102154649	601.001	313.347	780.784	1.316	2.49	0.36	3.658	2.54e-04	1.36e-02	Up in Large
LOC100684047	1519.886	566.843	2115.538	1.911	3.762	0.522	3.659	2.54e-04	1.36e-02	Up in Large
LOC106559541	52.339	89.774	57.271	-1.644	0.32	0.449	-3.658	2.54e-04	1.36e-02	Down in Large
LOC119870236	24.507	45.346	11.483	-1.905	0.267	0.521	-3.656	2.56e-04	1.36e-02	Down in Large
LOC111095400	27.491	53.407	11.294	-2.203	0.217	0.604	-3.647	2.66e-04	1.37e-02	Down in Large
LOC119869918	9.122	22.617	0.687	-4.998	0.031	1.368	-3.654	2.59e-04	1.37e-02	Down in Large
LOC119871239	29.692	59.99	10.756	-2.423	0.186	0.665	-3.645	2.67e-04	1.37e-02	Down in Large
LOC119874932	68.54	41.745	85.286	0.976	1.967	0.267	3.651	2.61e-04	1.37e-02	Up in Large
LOC489851	6.988	17.971	5.23	-6.158	0.014	1.685	-3.654	2.58e-04	1.37e-02	Down in Large
LOC111097134	276.425	578.904	87.376	-2.727	0.151	0.747	-3.649	2.63e-04	1.37e-02	Down in Large
LOC111097154	76.594	157.035	26.318	-2.548	0.171	0.698	-3.652	2.60e-04	1.37e-02	Down in Large
LOC100682542	374.215	219.806	470.721	1.107	2.154	0.303	3.653	2.59e-04	1.37e-02	Up in Large
LOC100683665	17.25	6.145	24.191	2.966	7.811	0.813	3.645	2.67e-04	1.37e-02	Up in Large
LOC111098844	8.805	22.114	7.539	-5.346	0.025	1.465	-3.649	2.63e-04	1.37e-02	Down in Large
LRP2BP	20.516	42.314	6.893	-2.501	0.177	0.686	-3.646	2.66e-04	1.37e-02	Down in Large
TRNAY-GUA.3	15.005	38.75	0.164	-7.186	0.007	1.972	-3.645	2.68e-04	1.37e-02	Down in Large
LOC111090908	9.413	24.474	0	-7.302	0.006	2.001	-3.649	2.63e-04	1.37e-02	Down in Large
LOC100855928	647.499	123.617	974.925	3.03	8.169	0.83	3.651	2.62e-04	1.37e-02	Up in Large
LOC111092019	5.511	14.329	2.796	-6.542	0.011	1.791	-3.654	2.58e-04	1.37e-02	Down in Large
LOC119866015	7.433	18.262	0.664	-4.924	0.033	1.35	-3.646	2.66e-04	1.37e-02	Down in Large
LOC119866391	105.731	232.932	26.23	-3.147	0.113	0.862	-3.651	2.61e-04	1.37e-02	Down in Large
LOC119866858	7.235	16.505	1.442	-3.35	0.098	0.917	-3.653	2.60e-04	1.37e-02	Down in Large
LOC111093453	27.513	58.559	8.11	-2.857	0.138	0.783	-3.651	2.62e-04	1.37e-02	Down in Large
TRNAM-CAU.5	60.699	534.229	1.058	-7.274	0.006	1.993	-3.65	2.62e-04	1.37e-02	Down in Large
LOC119870552	55.757	96.037	30.582	-1.573	0.336	0.431	-3.652	2.60e-04	1.37e-02	Down in Large
LOC119868692	14.051	35.055	0.924	-5.28	0.026	1.444	-3.656	2.57e-04	1.37e-02	Down in Large
EFCC1	307.592	503.055	185.427	-1.415	0.375	0.388	-3.643	2.70e-04	1.38e-02	Down in Large
LOC119870145	99.017	180.136	48.318	-1.882	0.271	0.517	-3.641	2.72e-04	1.39e-02	Down in Large
TRNAI-AAU	17.885	45.349	0.721	-5.795	0.018	1.592	-3.64	2.72e-04	1.39e-02	Down in Large
LOC111090739	36.939	73.349	14.183	-2.285	0.205	0.628	-3.64	2.73e-04	1.39e-02	Down in Large
LOC119865073	27.274	68.965	1.218	-5.853	0.017	1.608	-3.639	2.73e-04	1.39e-02	Down in Large
LOC111093875	48.477	104.372	13.543	-2.95	0.129	0.81	-3.642	2.71e-04	1.39e-02	Down in Large
TRNAP-AGG.4	10.708	27.786	0.035	-7.239	0.007	1.99	-3.638	2.74e-04	1.39e-02	Down in Large
TRNAR-ACG.5	11.704	30.307	0.077	-7.189	0.007	1.974	-3.641	2.71e-04	1.39e-02	Down in Large
LOC119866745	7.446	18.603	0.473	-5.288	0.026	1.454	-3.637	2.76e-04	1.40e-02	Down in Large
LOC102151754	157.14	58.089	219.047	2.001	4.003	0.55	3.635	2.78e-04	1.40e-02	Up in Large
LOC119870462	82.041	26.46	116.778	2.252	4.762	0.619	3.635	2.78e-04	1.40e-02	Up in Large
LOC610641	1002.506	431.916	1359.124	1.652	3.144	0.455	3.634	2.79e-04	1.41e-02	Up in Large
LOC102152675	459.331	870.747	202.195	-2.104	0.233	0.579	-3.631	2.82e-04	1.42e-02	Down in Large
FCRL5	6.74	16.37	5.097	-4.412	0.047	1.215	-3.63	2.83e-04	1.42e-02	Down in Large
LOC111097641	5.515	14.114	0.141	-6.08	0.015	1.676	-3.627	2.87e-04	1.43e-02	Down in Large
LOC119869646	13.059	90.357	2.321	-3.583	0.083	0.988	-3.626	2.88e-04	1.43e-02	Down in Large
LOC111091240	94.522	191.732	33.766	-2.465	0.181	0.68	-3.627	2.87e-04	1.43e-02	Down in Large
LOC607920	34.174	75.468	8.365	-3.162	0.112	0.872	-3.627	2.86e-04	1.43e-02	Down in Large
KCNRG	134.202	283.263	41.04	-2.783	0.145	0.767	-3.627	2.87e-04	1.43e-02	Down in Large
TRNAN-GUU.13	27.313	66.552	2.788	-4.547	0.043	1.254	-3.626	2.88e-04	1.43e-02	Down in Large
LOC111096167	9.248	22.288	1.097	-4.34	0.049	1.198	-3.624	2.90e-04	1.44e-02	Down in Large
LOC106558733	22.368	41.181	10.61	-1.998	0.25	0.551	-3.623	2.92e-04	1.44e-02	Down in Large
LOC102154922	7.946	19.42	8.798	-4.534	0.043	1.251	-3.623	2.91e-04	1.44e-02	Down in Large
LOC111091855	32.048	79.293	2.52	-4.979	0.032	1.375	-3.621	2.93e-04	1.45e-02	Down in Large
LOC479600	47929.743	32240.972	57735.225	0.84	1.79	0.232	3.621	2.94e-04	1.45e-02	Up in Large
TRNAL-AAG.1	33.182	334.144	0.316	-8.368	0.003	2.311	-3.621	2.93e-04	1.45e-02	Down in Large
LOC119874304	31.753	70.045	7.82	-3.167	0.111	0.875	-3.618	2.97e-04	1.46e-02	Down in Large
LOC111091511	83.056	168.06	29.929	-2.455	0.182	0.679	-3.617	2.98e-04	1.46e-02	Down in Large
TRNAV-AAC.5	9.92	80.489	0.421	-6.153	0.014	1.701	-3.618	2.97e-04	1.46e-02	Down in Large
TRNAL-UAA	5.107	12.624	0.408	-4.403	0.047	1.22	-3.609	3.08e-04	1.49e-02	Down in Large
LOC119877738	1994.486	25104.151	407.559	-4.182	0.055	1.159	-3.61	3.06e-04	1.49e-02	Down in Large
LOC119864816	9.907	22.885	1.796	-3.41	0.094	0.945	-3.609	3.07e-04	1.49e-02	Down in Large
CYYR1	379.718	611.169	235.06	-1.359	0.39	0.377	-3.609	3.07e-04	1.49e-02	Down in Large
LOC102151722	24.68	59.797	2.732	-4.44	0.046	1.229	-3.612	3.04e-04	1.49e-02	Down in Large
NRROS	81.792	143.122	43.46	-1.648	0.319	0.457	-3.609	3.08e-04	1.49e-02	Down in Large
TRNAM-CAU.17	53.96	562.353	0.215	-9.441	0.001	2.614	-3.612	3.04e-04	1.49e-02	Down in Large
LOC119873476	19.131	42.099	4.776	-2.922	0.132	0.811	-3.605	3.12e-04	1.50e-02	Down in Large
LOC102154536	13.177	32.959	0.813	-5.22	0.027	1.448	-3.606	3.11e-04	1.50e-02	Down in Large
TRNAW-CCA.4	9.622	86.413	0.189	-6.507	0.011	1.805	-3.605	3.12e-04	1.50e-02	Down in Large
LOC102157235	3.611	8.419	0.606	-3.732	0.075	1.035	-3.607	3.10e-04	1.50e-02	Down in Large
LOC119869923	8.281	20.051	0.924	-4.453	0.046	1.236	-3.604	3.13e-04	1.51e-02	Down in Large
TRNAT-AGU	8.792	21.602	0.786	-4.917	0.033	1.364	-3.603	3.14e-04	1.51e-02	Down in Large
FGD6	599.407	1032.848	328.505	-1.644	0.32	0.457	-3.601	3.17e-04	1.51e-02	Down in Large
LOC119864483	363.345	139.983	502.946	1.871	3.659	0.52	3.601	3.17e-04	1.51e-02	Up in Large
LOC102153200	7.866	18.956	0.935	-4.722	0.038	1.31	-3.604	3.14e-04	1.51e-02	Down in Large
SLC29A3	226.052	310.56	173.234	-0.857	0.552	0.238	-3.598	3.20e-04	1.53e-02	Down in Large
LOC119872837	4.766	11.021	0.857	-3.777	0.073	1.05	-3.597	3.21e-04	1.53e-02	Down in Large
LOC119873595	84.467	179.806	24.88	-2.826	0.141	0.785	-3.599	3.20e-04	1.53e-02	Down in Large
LOC111092304	18.288	42.051	3.437	-3.583	0.083	0.997	-3.594	3.25e-04	1.54e-02	Down in Large
LOC119870574	8.439	20.021	1.2	-3.806	0.071	1.06	-3.592	3.29e-04	1.54e-02	Down in Large
LOC102157382	100.728	162.534	62.098	-1.322	0.4	0.368	-3.592	3.28e-04	1.54e-02	Down in Large
LOC111096427	135.727	238.502	71.493	-1.712	0.305	0.476	-3.593	3.27e-04	1.54e-02	Down in Large
LOC119873537	13.392	33.304	0.946	-5.141	0.028	1.431	-3.592	3.28e-04	1.54e-02	Down in Large
LOC111097606	148.171	280.6	65.403	-2.097	0.234	0.583	-3.595	3.25e-04	1.54e-02	Down in Large
LOC111098416	57.972	93.853	35.546	-1.432	0.371	0.398	-3.596	3.24e-04	1.54e-02	Down in Large
LOC111090704	7.026	17.841	4.279	-5.862	0.017	1.633	-3.59	3.30e-04	1.54e-02	Down in Large
LOC111091945	30.839	63.549	10.396	-2.613	0.164	0.727	-3.594	3.26e-04	1.54e-02	Down in Large
LOC102155082	55.931	101.54	27.425	-1.887	0.27	0.525	-3.591	3.30e-04	1.54e-02	Down in Large
TRNAH-GUG.5	13.448	166.675	1.727	-4.156	0.056	1.156	-3.596	3.24e-04	1.54e-02	Down in Large
LOC119867582	11.417	23.96	3.577	-2.498	0.177	0.696	-3.59	3.31e-04	1.55e-02	Down in Large
HS3ST3A1	52.927	108.343	18.292	-2.527	0.173	0.705	-3.586	3.36e-04	1.56e-02	Down in Large
KCNK16	5.903	13.909	0.899	-3.884	0.068	1.083	-3.586	3.36e-04	1.56e-02	Down in Large
LOC119870569	34.793	83.612	4.281	-4.331	0.05	1.209	-3.584	3.39e-04	1.57e-02	Down in Large
LOC119873472	17.742	38.61	4.698	-2.805	0.143	0.783	-3.583	3.40e-04	1.57e-02	Down in Large
ANTXR1	1692.295	2080.549	1449.637	-0.514	0.7	0.143	-3.584	3.38e-04	1.57e-02	Down in Large
RASL11B	654.7	366.319	834.938	1.185	2.274	0.331	3.581	3.42e-04	1.58e-02	Up in Large
LOC111095830	5.371	13.965	0	-6.501	0.011	1.818	-3.576	3.49e-04	1.61e-02	Down in Large
LOC119866960	12.12	30.117	0.871	-5.324	0.025	1.489	-3.576	3.49e-04	1.61e-02	Down in Large
LOC491914	5.92	15.052	3.373	-5.744	0.019	1.606	-3.577	3.48e-04	1.61e-02	Down in Large
TCEAL1	2225.269	1566.172	2637.205	0.745	1.676	0.208	3.575	3.50e-04	1.61e-02	Up in Large
LOC111098499	7.392	19.119	10.276	-6.59	0.01	1.845	-3.573	3.53e-04	1.62e-02	Down in Large
LOC111095627	6.675	16.677	0.424	-5.035	0.031	1.409	-3.572	3.54e-04	1.62e-02	Down in Large
LOC111095668	7.127	18.024	13.934	-6.143	0.014	1.72	-3.572	3.55e-04	1.62e-02	Down in Large
LOC119872410	8.435	19.953	1.236	-3.835	0.07	1.074	-3.571	3.56e-04	1.62e-02	Down in Large
LOC119873711	78.97	144.396	38.078	-1.836	0.28	0.514	-3.573	3.53e-04	1.62e-02	Down in Large
LOC608929	281.812	71.96	412.97	2.593	6.035	0.727	3.568	3.59e-04	1.63e-02	Up in Large
LOC119869549	55.536	111.766	20.392	-2.414	0.188	0.676	-3.569	3.59e-04	1.63e-02	Down in Large
LOC119864892	13.47	29.713	3.319	-3.166	0.111	0.887	-3.57	3.57e-04	1.63e-02	Down in Large
LOC106559265	22.445	46.615	7.339	-2.628	0.162	0.737	-3.567	3.61e-04	1.64e-02	Down in Large
LOC100686132	71.892	27.702	99.511	1.999	3.996	0.561	3.565	3.64e-04	1.64e-02	Up in Large
LOC119867510	5.139	12.768	8.638	-4.999	0.031	1.402	-3.566	3.62e-04	1.64e-02	Down in Large
CHMP7	2151.456	1700.938	2433.03	0.502	1.416	0.141	3.567	3.61e-04	1.64e-02	Up in Large
LOC111093628	46.659	90.233	19.425	-2.241	0.212	0.628	-3.565	3.63e-04	1.64e-02	Down in Large
LOC119872784	8.798	21.972	0.565	-5.342	0.025	1.499	-3.564	3.66e-04	1.65e-02	Down in Large
LOC119867544	24.395	174.229	3.918	-3.82	0.071	1.073	-3.562	3.69e-04	1.66e-02	Down in Large
KLHL12	1736.866	1258.109	2036.088	0.687	1.61	0.193	3.56	3.71e-04	1.67e-02	Up in Large
LOC111091199	7.554	19.435	0.129	-6.436	0.012	1.808	-3.559	3.72e-04	1.67e-02	Down in Large
PHKA1	873.045	1155.118	696.749	-0.726	0.605	0.204	-3.56	3.71e-04	1.67e-02	Down in Large
LOC102153519	11.819	26.281	10.926	-3.327	0.1	0.936	-3.554	3.80e-04	1.69e-02	Down in Large
LOC119872329	2.888	7.508	0	-5.641	0.02	1.587	-3.554	3.79e-04	1.69e-02	Down in Large
LOC100682701	77.089	15.2	115.77	3.075	8.425	0.865	3.555	3.78e-04	1.69e-02	Up in Large
MTMR1	3052.607	2381.501	3472.049	0.542	1.456	0.152	3.553	3.80e-04	1.69e-02	Up in Large
LOC102152224	91.435	213.952	14.861	-3.854	0.069	1.085	-3.552	3.82e-04	1.70e-02	Down in Large
LOC119864942	6.012	14.282	0.843	-3.957	0.064	1.114	-3.551	3.83e-04	1.70e-02	Down in Large
LOC102155403	62.876	108.974	34.064	-1.619	0.326	0.457	-3.545	3.93e-04	1.72e-02	Down in Large
LOC119871707	5.595	13.315	0.769	-3.614	0.082	1.019	-3.547	3.90e-04	1.72e-02	Down in Large
MIR8872	12.736	26.207	4.316	-2.408	0.188	0.679	-3.548	3.88e-04	1.72e-02	Down in Large
LOC111097144	27.945	58.306	8.969	-2.704	0.153	0.763	-3.545	3.93e-04	1.72e-02	Down in Large
MKS1	408.992	536.684	329.184	-0.688	0.621	0.194	-3.546	3.91e-04	1.72e-02	Down in Large
LOC119864848	132.587	686.971	52.497	-3.013	0.124	0.85	-3.546	3.92e-04	1.72e-02	Down in Large
LOC102151557	81.986	140.865	45.187	-1.601	0.33	0.452	-3.545	3.92e-04	1.72e-02	Down in Large
TRNAS-GCU.2	6.197	15.791	0.201	-6.172	0.014	1.74	-3.546	3.91e-04	1.72e-02	Down in Large
LOC100686869	4.814	11.657	0.536	-4.456	0.046	1.258	-3.542	3.97e-04	1.73e-02	Down in Large
TRNAP-AGG.1	11.408	29.661	0	-7.525	0.005	2.125	-3.542	3.98e-04	1.73e-02	Down in Large
C9H9orf78	2650.024	1806.41	3177.283	0.813	1.757	0.23	3.542	3.97e-04	1.73e-02	Up in Large
LOC111097634	43.017	99.953	7.432	-3.738	0.075	1.055	-3.543	3.95e-04	1.73e-02	Down in Large
LOC119874344	8.973	20.463	1.792	-3.288	0.102	0.928	-3.544	3.95e-04	1.73e-02	Down in Large
LOC119869453	707.366	1764.727	46.515	-5.247	0.026	1.481	-3.543	3.96e-04	1.73e-02	Down in Large
LYSMD2	1353.433	915.624	1627.063	0.819	1.765	0.231	3.544	3.95e-04	1.73e-02	Up in Large
LOC102156658	312.396	573.015	149.509	-1.927	0.263	0.544	-3.54	4.00e-04	1.74e-02	Down in Large
LOC119866113	2.239	5.584	0.148	-4.561	0.042	1.288	-3.54	4.01e-04	1.74e-02	Down in Large
LOC102154853	7.103	18.331	10.299	-6.53	0.011	1.846	-3.538	4.04e-04	1.75e-02	Down in Large
LOC111090984	65.779	26.549	90.297	1.647	3.133	0.466	3.537	4.04e-04	1.75e-02	Up in Large
LOC111094253	7.019	16.981	0.792	-4.557	0.042	1.288	-3.537	4.05e-04	1.75e-02	Down in Large
LOC102156762	953.079	404.646	1295.849	1.705	3.259	0.482	3.535	4.07e-04	1.76e-02	Up in Large
LOC119870568	1143.221	2820.448	94.954	-4.893	0.034	1.385	-3.533	4.10e-04	1.77e-02	Down in Large
LOC119873148	7.204	17.362	0.856	-4.325	0.05	1.225	-3.532	4.13e-04	1.77e-02	Down in Large
C10H12orf56	105.4	214.323	37.323	-2.505	0.176	0.709	-3.532	4.12e-04	1.77e-02	Down in Large
LOC100684822	18.123	40.314	4.253	-3.204	0.108	0.908	-3.53	4.16e-04	1.77e-02	Down in Large
EYS	108.099	184.402	60.409	-1.604	0.329	0.454	-3.533	4.12e-04	1.77e-02	Down in Large
LOC119864042	106.303	977.268	6.526	-6.547	0.011	1.853	-3.533	4.11e-04	1.77e-02	Down in Large
LOC607666	161.149	54.122	228.041	2.134	4.388	0.604	3.53	4.16e-04	1.77e-02	Up in Large
LOC106557779	60.193	96.667	37.398	-1.29	0.409	0.365	-3.53	4.16e-04	1.77e-02	Down in Large
LOC119872128	7.357	18.587	0.338	-6.369	0.012	1.805	-3.528	4.19e-04	1.78e-02	Down in Large
LOC119873919	79.481	170.114	22.836	-2.891	0.135	0.819	-3.529	4.17e-04	1.78e-02	Down in Large
SMIM33	6.479	14.802	1.278	-3.374	0.096	0.957	-3.526	4.23e-04	1.79e-02	Down in Large
LOC111095480	10.2	22.612	12.169	-3.197	0.109	0.907	-3.525	4.24e-04	1.79e-02	Down in Large
LOC119872096	9.326	23.324	0.578	-5.372	0.024	1.524	-3.525	4.23e-04	1.79e-02	Down in Large
