Run	Assay Type	BioSample	Center Name	Consent	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	create_date	version	BioProject	sub_species		tissue	Library Name	source_name	BREED	sex	age	GEO_Accession (exp)	treatment	BioSampleModel	cell_type	collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	cell_line	dev_stage	disease	sample_type	Sample_name	strain	isolate	AssemblyName	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	common_name	diagnosis	INSDC_center_name	INSDC_status	Submitter_Id	Cultivar	ecotype	INSDC_last_update	BIOMATERIAL_PROVIDER	external_id	genotype	tumor_grade	INSDC_first_public	date_of_surgery	ER_Allred_score	ER_status	lymphatic_vessel_invasion	Neuter_status	Scientific_Name	disease_state	ena_first_public	ena_last_update	Sample_id	dog_id	replicate	HER2_Score(Hercep_test_Score)	survival_status(until_2018-08-01)	ENA_first_public	isolation_source	Broker_name	phenotype	health_state	time	individual	Specimen_voucher	developmental_stage	INSDC_center_alias	tumor_location	tumor_type	geographic_location_(country_and/or_sea)	organism_part	ena_last_update	histopathological_classification	patient_id	store_cond	date_of_death	disease_stage	intentional_duplicate (run)	description	death_date	dethist	goldschmidt	histology	library_prep	patient_number	repselect	rin	sequencing_run	simhist	tumor_diameter	cell_line_short_name	Survival	collected_by	tumor	birth_date	Group	prep_type	library_prep_batch	organism_common_name	infection	tissue_type	genotype/variation	id	In-house_label (run)	library_name	birth_location	gender	developmental_age	Pedigree	sex_chromosomes	estimated_age	estimated_breed	Institution	Biological_Replicate	date_of_diagnosis	sampling_site	treatment_regime	storage_conditions	cell_passage	stimulus	Experimental_Factor:_phenotype (exp)	Alternate_Taxon_ID	location_of_metastasis	breeding_method	tissue_preservation	date_of_PD	immunophenotype	nature
SRR22456758	RNA-Seq	SAMN31934761	ABBVIE	public	SRX18425492	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766325	SRP410543	1074634170	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2488134589	2022-11-30T01:59:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766325	Frontal Lobe	Beagle	male			untreated																																																																																																																		
SRR22456759	RNA-Seq	SAMN31934761	ABBVIE	public	SRX18425492	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766325	SRP410543	1054497744	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2456553846	2022-11-30T01:57:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766325	Frontal Lobe	Beagle	male			untreated																																																																																																																		
SRR22457823	RNA-Seq	SAMN31934616	ABBVIE	public	SRX18425684	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766485	SRP410543	871825553	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2251835396	2022-11-30T02:05:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766485	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457824	RNA-Seq	SAMN31934616	ABBVIE	public	SRX18425684	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766485	SRP410543	858304967	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2223117988	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766485	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457827	RNA-Seq	SAMN31934617	ABBVIE	public	SRX18425683	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766484	SRP410543	798394437	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2054110540	2022-11-30T02:05:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766484	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457828	RNA-Seq	SAMN31934617	ABBVIE	public	SRX18425683	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766484	SRP410543	786794372	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2029337134	2022-11-30T02:06:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766484	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457829	RNA-Seq	SAMN31934617	ABBVIE	public	SRX18425683	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766484	SRP410543	804540250	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2071194133	2022-11-30T02:04:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766484	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457832	RNA-Seq	SAMN31934618	ABBVIE	public	SRX18425682	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766483	SRP410543	863777680	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2237882375	2022-11-30T02:08:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766483	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457833	RNA-Seq	SAMN31934618	ABBVIE	public	SRX18425682	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766483	SRP410543	883237906	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2283345716	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766483	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457834	RNA-Seq	SAMN31934618	ABBVIE	public	SRX18425682	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766483	SRP410543	876484823	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2267755532	2022-11-30T02:05:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766483	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457825	RNA-Seq	SAMN31934616	ABBVIE	public	SRX18425684	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766485	SRP410543	877853494	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2269382797	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766485	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457826	RNA-Seq	SAMN31934616	ABBVIE	public	SRX18425684	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766485	SRP410543	871249573	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2253756866	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766485	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457830	RNA-Seq	SAMN31934617	ABBVIE	public	SRX18425683	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766484	SRP410543	798870497	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2057373794	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766484	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR22457831	RNA-Seq	SAMN31934618	ABBVIE	public	SRX18425682	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766483	SRP410543	875397498	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2261567394	2022-11-30T02:07:00Z	1	PRJNA906635	familiaris		Frontal Lobe	GSM6766483	Frontal Lobe	Beagle	female			untreated																																																																																																																		
SRR11029687	miRNA-Seq	SAMN14008824	AUBURN UNIVERSITY	public	SRX7681972	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	G06A_925H	SRP247423	371988394	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	958882200	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_925H		Australian Shepherd	female	2		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 3																																																																									
SRR11029688	miRNA-Seq	SAMN14008823	AUBURN UNIVERSITY	public	SRX7681971	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	G06A_925N	SRP247423	353850584	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	904509500	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_925N		Australian Shepherd	female	2		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 3																																																																									
SRR11029689	miRNA-Seq	SAMN14008822	AUBURN UNIVERSITY	public	SRX7681970	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	G06A_918H	SRP247423	369240939	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	948908700	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_918H		Australian Shepherd	female	2		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 2																																																																									
SRR11029690	miRNA-Seq	SAMN14008821	AUBURN UNIVERSITY	public	SRX7681969	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	G06A_918N	SRP247423	366521990	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	933907450	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_918N		Australian Shepherd	female	2		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 2																																																																									
SRR11029699	miRNA-Seq	SAMN14008820	AUBURN UNIVERSITY	public	SRX7681960	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	G06A_914H	SRP247423	308379738	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	790849200	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_914H		Australian Shepherd	female	2		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 1																																																																									
SRR11029700	miRNA-Seq	SAMN14008819	AUBURN UNIVERSITY	public	SRX7681959	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-06T00:00:00Z	G06A_914N	SRP247423	441993934	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	1344209350	2020-02-05T21:07:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	G06A_914N		Australian Shepherd	female	2		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						G06A																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 1																																																																									
SRR11029683	miRNA-Seq	SAMN14008828	AUBURN UNIVERSITY	public	SRX7681976	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	SDT3G_918H	SRP247423	179428033	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	464870150	2020-02-05T21:01:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_918H		Bulldog	male	12		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 2																																																																									
SRR11029684	miRNA-Seq	SAMN14008827	AUBURN UNIVERSITY	public	SRX7681975	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	SDT3G_918N	SRP247423	361360565	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	936738300	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_918N		Bulldog	male	12		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 2																																																																									
SRR11029685	miRNA-Seq	SAMN14008826	AUBURN UNIVERSITY	public	SRX7681974	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	SDT3G_914H	SRP247423	383094956	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	988983800	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_914H		Bulldog	male	12		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 1																																																																									
SRR11029686	miRNA-Seq	SAMN14008825	AUBURN UNIVERSITY	public	SRX7681973	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	SDT3G_914N	SRP247423	347748157	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	891832600	2020-02-05T21:04:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_914N		Bulldog	male	12		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 1																																																																									
SRR11029697	miRNA-Seq	SAMN14008830	AUBURN UNIVERSITY	public	SRX7681962	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-05T00:00:00Z	SDT3G_925H	SRP247423	440495932	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	1188828200	2020-02-05T21:05:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_925H		Bulldog	male	12		"hypoxic condition (1.5% oxygen\, 5% CO2\, 93.5% nitrogen\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 3																																																																									
SRR11029698	miRNA-Seq	SAMN14008829	AUBURN UNIVERSITY	public	SRX7681961	Illumina HiSeq 2500	SINGLE	size fractionation	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2020-02-06T00:00:00Z	SDT3G_925N	SRP247423	315433597	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	50	846903500	2020-02-05T21:07:00Z	1	PRJNA605029	familiaris		glioblastoma cell line	SDT3G_925N		Bulldog	male	12		"normoxic condition (20% oxygen\, 5% CO2\, 100% humidity for 72 hours)"	Model organism or animal						SDT3G																		"Dr. Peter Dickinson\, UC-Davis"																biological replicate 3																																																																									
SRR9872855	RNA-Seq	SAMN12412330	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625570	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	G5-Glioma-Tumor-Tissue_S7	SRP216954	2203567725	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	5765338699	2019-07-31T15:05:00Z	1	PRJNA557484	familiaris		Glioma	G5 Brain tumor  Tisuue		Boston Terrier	female	8yr 6mo			Model organism or animal												Brain tumor																																																																																																					
SRR9872856	RNA-Seq	SAMN12412329	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625569	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	G4-Glioma-Tumor-Tissue_S6	SRP216954	2257343815	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	5850088610	2019-07-31T15:19:00Z	1	PRJNA557484	familiaris		Glioma	G4 Brain tumor  Tisuue		Boxer	male	3yr 0mo			Model organism or animal												Brain tumor																																																																																																					
SRR9872858	RNA-Seq	SAMN12412327	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625567	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	G2-Glioma-Tumor-Tissue_S4	SRP216954	2206796107	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	5725587519	2019-07-31T15:00:00Z	1	PRJNA557484	familiaris		Glioma	G2 Brain  tumor Tisuue		Boxer	male	8yr 2mo			Model organism or animal												Brain tumor																																																																																																					
SRR9872857	RNA-Seq	SAMN12412328	INDIANA UNIVERSITY SCHOOL OF MEDICINE	public	SRX6625568	Illumina HiSeq 4000	SINGLE	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2019-07-31T00:00:00Z	G3-Glioma-Tumor-Tissue_S5	SRP216954	2459743278	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	75	6465563134	2019-07-31T15:05:00Z	1	PRJNA557484	familiaris		Glioma	G3 Brain tumor  Tisuue		Pit Bull	male	6yr 8mo			Model organism or animal												Brain tumor																																																																																																					
SRR22459117	RNA-Seq	SAMN31934602	ABBVIE	public	SRX18425969	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766499	SRP410543	737046926	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1861179710	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766499	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459118	RNA-Seq	SAMN31934602	ABBVIE	public	SRX18425969	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766499	SRP410543	767761977	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1918779235	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766499	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459121	RNA-Seq	SAMN31934603	ABBVIE	public	SRX18425968	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766498	SRP410543	748418992	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1880336952	2022-11-30T02:20:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766498	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459122	RNA-Seq	SAMN31934603	ABBVIE	public	SRX18425968	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766498	SRP410543	780395901	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1940561362	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766498	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459127	RNA-Seq	SAMN31934604	ABBVIE	public	SRX18425967	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766497	SRP410543	812179270	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	2011532616	2022-11-30T02:21:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766497	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459464	RNA-Seq	SAMN31934745	ABBVIE	public	SRX18426111	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766341	SRP410543	346444252	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	966896441	2022-11-30T02:21:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766341	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459465	RNA-Seq	SAMN31934745	ABBVIE	public	SRX18426111	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766341	SRP410543	355884500	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	991606855	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766341	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459467	RNA-Seq	SAMN31934746	ABBVIE	public	SRX18426110	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766340	SRP410543	465398600	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1301395362	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766340	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459468	RNA-Seq	SAMN31934746	ABBVIE	public	SRX18426110	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766340	SRP410543	449326092	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1260140952	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766340	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459470	RNA-Seq	SAMN31934746	ABBVIE	public	SRX18426110	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766340	SRP410543	451369898	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1265403791	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766340	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459473	RNA-Seq	SAMN31934747	ABBVIE	public	SRX18426109	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766339	SRP410543	470835494	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1317412557	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766339	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459474	RNA-Seq	SAMN31934747	ABBVIE	public	SRX18426109	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766339	SRP410543	459440309	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1287365797	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766339	Hippocampus	Beagle	male			untreated																																																																																																																		
SRR22459120	RNA-Seq	SAMN31934603	ABBVIE	public	SRX18425968	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766498	SRP410543	774440706	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1926544138	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766498	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459124	RNA-Seq	SAMN31934604	ABBVIE	public	SRX18425967	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766497	SRP410543	833175483	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	2039082711	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766497	Hippocampus	Beagle	female			untreated																																																																																																																		
SRR22459125	RNA-Seq	SAMN31934604	ABBVIE	public	SRX18425967	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766497	SRP410543	803167537	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	1990644894	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Hippocampus	GSM6766497	Hippocampus	Beagle	female			untreated																																																																																																																		
